Hospital Name,Homepage URL,MRF Link,MRF File Type,Link Status,HTTP Code,Detected From,Notes
"CHI St. Joseph Health College Station Hospital - College Station, TX",https://stjoseph.stlukeshealth.org/,https://stjoseph.stlukeshealth.org/content/dam/stjoseph-stlukeshealth/documents/pricing-transparency-files/741282696_St-Joseph-Health-Regional-Hospital_standardcharges.csv,csv,OK,200,url-extension,
CHRISTUS Children's Hospital,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in-shoppable/st_vincent_indpls_acute_shoppable_file_20251222.csv,csv,OK,200,url-extension,
CHRISTUS Dubuis Hospital of Beaumont,https://lhcgroup.com/locations/christus-dubuis-hospital-of-beaumont/,https://lhcgroup.com/wp-content/uploads/82231824_christusdubuishospitalofbeaumont_standardcharges.csv,csv,OK,200,url-extension,
CHRISTUS Good Shepherd Medical Center - Longview,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/750974351_goodshepherdmedicalcenterlongview_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Good Shepherd Medical Center - Longview'
CHRISTUS Good Shepherd Medical Center - Marshall,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/750974351_goodshepherdmedicalcentermarshall_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Good Shepherd Medical Center - Marshall'
CHRISTUS Health Pine Street,,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/752796815_pinestreettexarkana_standardcharges.ashx,unknown,OK,200,brand:christushealth.org,matched 'CHRISTUS Health - Pine Street Hospital'
CHRISTUS Mother Frances Hospital - Tyler,https://www.christushealth.org/locations/tyler-hospital,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/750818167_motherfranceshospitaltyler_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Trinity Mother Frances Hospital - Tyler'
CHRISTUS Mother Frances Hospital-Sulphur Springs,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/811708177_motherfranceshospitalsulphursprings_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Trinity Mother Frances Hospital - Sulphur Springs'
CHRISTUS Saint Michael Hospital,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,,,NOT_FOUND,,,cms-hpt.txt had 42 records; no name-verified match (closest unaccepted: CHRISTUS St. Michael Hospital - Atlanta; tried-verify: none passed gate)
CHRISTUS Saint Michael Hospital - Atlanta,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,,,NOT_FOUND,,,cms-hpt.txt had 42 records; no name-verified match (closest unaccepted: CHRISTUS St. Michael Hospital - Atlanta; tried-verify: none passed gate)
CHRISTUS Saint Michael Rehabilitation Hospital,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,,,NOT_FOUND,,,cms-hpt.txt had 42 records; no name-verified match (closest unaccepted: CHRISTUS St. Michael Rehabilitation; tried-verify: none passed gate)
CHRISTUS Santa Rosa Hospital - Alamo Heights,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109665_santarosahospitalalamoheights_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Santa Rosa Hospital - Alamo Heights'
CHRISTUS Santa Rosa Hospital - New Braunfels,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109665_santarosahospitalnewbraunfels_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Santa Rosa Hospital - New Braunfels'
CHRISTUS Santa Rosa Hospital - Westover Hills,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109665_santarosahospitalwestoverhills_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Santa Rosa Hospital - Westover Hills'
CHRISTUS Southeast Texas - Jasper Memorial,https://www.medicalcentersetexas.org/pricing-transparency,https://medicalcentersetexas.org/pricetransparency/994785659_MedicalCenterSETexas_standardcharges.csv,csv,OK,200,cms-hpt.txt@www.medicalcentersetexas.org,lenient matched 'Medical Center Of Southeast Texas'
CHRISTUS Southeast Texas - Saint Elizabeth,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,,,NOT_FOUND,,,cms-hpt.txt had 42 records; no name-verified match (closest unaccepted: CHRISTUS Southeast Texas St. Elizabeth; tried-verify: none passed gate)
CHRISTUS Spohn Hospital - Alice,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109836_spohnhospitalalice_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Spohn Hospital - Alice'
CHRISTUS Spohn Hospital - Beeville,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109836_spohnhospitalbeeville_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Spohn Hospital - Beeville'
CHRISTUS Spohn Hospital - Kleberg,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109836_spohnhospitalkleberg_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Spohn Hospital - Kleberg'
CHRISTUS Spohn Hospital Corpus Christi - South,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109836_spohnhospitalcorpuschristisouth_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Spohn Hospital Corpus Christi - South'
CHRISTUS Spohn Hospital Corpus Christi -Shoreline,https://www.christushealth.org/locations/spohn-hospital-corpus-christi-shoreline,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109836_spohnhospitalcorpuschristishoreline_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Spohn Hospital Corpus Christi - Shoreline'
CHRISTUS Trinity Mother Frances Hospital - Jacksonville,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/751976930_motherfranceshospitaljacksonville_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Trinity Mother Frances Hospital - Jacksonville'
CHRISTUS Trinity Mother Frances Hospital - South Tyler,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/750818167_motherfranceshospitalsouthtyler_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Trinity Mother Frances Hospital - South Tyler'
CHRISTUS Trinity Mother Frances Hospital - Winnsboro,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/752771569_motherfranceshospitalwinnsboro_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Trinity Mother Frances Hospital - Winnsboro'
CHRISTUS Trinity Mother Frances Louis and Peaches Owen Heart Hospital,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/750818167_peachesowenhearthospital_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Trinity Mother Frances Louis & Peaches Owens Heart '
CHRISTUS Trinity Mother Frances Rehabilitation Hospital,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,,,NOT_FOUND,,,cms-hpt.txt had 42 records; no name-verified match (closest unaccepted: CHRISTUS Trinity Mother Frances Hospital; tried-verify: none passed gate)
Canyon Creek Behavioral Health,,https://uhsfilecdn.eskycity.net/bh/832014977_canyon-creek_standardcharges.csv,csv,OK,200,cms-hpt.txt@canyoncreekbh.com,lenient matched 'Canyon Creek Behavioral Health'
Carl R. Darnall Army Medical Center,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Carrollton Regional Medical Center,,https://carrolltonregionalmedicalcenter.pg.revenuemasters.com/cdm-files/880483332_sana-healthcare-carrollton_standardcharges.csv,csv,OK,200,cms-hpt.txt@crmc.health,lenient matched 'Carrollton Regional Medical Center'
Carrollton Springs,,https://www.carrolltonsprings.com/docs/bhcarrolltonspringslibraries/dec2025/452711976_carrollton-springs_standardcharges.csv,csv,OK,200,cms-hpt.txt@carrolltonsprings.com,lenient matched 'Carrollton Springs'
Carrus Behavioral Hospital,https://www.carrushealth.com/price-transparency/,https://carrushealth.com/wp-content/uploads/2025/10/331202676_texoma-hospital-partners-dba-carrus-specialty-hospital_standardcharges.csv,csv,OK,200,url-extension,
Carrus Rehabilitation Hospital,https://www.carrushealth.com/price-transparency/,https://carrushealth.com/wp-content/uploads/2025/10/331202676_texoma-hospital-partners-dba-carrus-specialty-hospital_standardcharges.csv,csv,OK,200,url-extension,
Carrus Specialty Hospital,https://www.carrushealth.com/price-transparency/,https://carrushealth.com/wp-content/uploads/2025/10/331202676_texoma-hospital-partners-dba-carrus-specialty-hospital_standardcharges.csv,csv,OK,200,url-extension,
Castro County Healthcare,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: plainsmemorial.com)
Cedar Crest Hospital and Residential Treatment Center,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Central Texas Rehabilitation Hospital,https://www.adventhealth.com/pricelist,https://www.adventhealth.com/sites/default/files/CDM/2022/742575462_AdventHealthCentral%20Texas_standardcharges.json,json,OK,200,url-extension,
Central Texas Veterans Health Care System - Olin E. Teague Veterans' Center,https://www.centraltexasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.centraltexasrehabhospital.com/docs/zirfcentraltexasrehabhospitallibraries/mar2026/412235372_central-texas-rehabilitation-hospital_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.centraltexasrehabhospital.com,lenient matched 'Central Texas Rehabilitation Hospital'
Children's Medical Center Dallas,https://www.childrens.com,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
Children's Medical Center Plano,https://www.childrens.com/patient-families/billing-and-insurance/machine-readable-file,https://chst-mkt-mrf.s3.amazonaws.com/752062019_childrens-health-system-of-texas_plano_standardcharges.json,json,OK,200,url-extension,
Children's Memorial Hermann Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_childrens-memorial-hermann-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'Children's Memorial Hermann Hospital'
Childress Regional Medical Center,,https://app.box.com/shared/static/idaj4kayga2m0z48lpesfdfsnmcml1yp.csv,csv,OK,200,cms-hpt.txt@childresshospital.com,lenient matched 'Childress Regional Medical Center'
Christus Santa Rosa Hospital-San Marcos,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109665_santarosahospitalsanmarcos_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Santa Rosa Hospital - San Marcos'
Citizens Medical Center,https://www.cmcvictoria.com,https://www.cmcvictoria.com/s/741698143_citizens-medical-center_standardcharges080725.csv,csv,OK,200,url-extension,
Clarity Child Guidance Center,,https://www.claritycgc.org/standard-charges.csv,csv,OK,200,cms-hpt.txt@claritycgc.org,lenient matched 'Clarity Child Guidance Center'
Clay County Memorial Hospital,https://claycountyhospital.org,https://claycountyhospital.org/wp-content/uploads/376000605_county-of-clay_standardcharges.csv,csv,OK,200,url-extension,
ClearSky Rehabilitation Hospital of Baytown,https://clearskyhealth.com/baytown/,https://clearskyhealth.com/cmt/883183576_ClearSky-Rehabilitation-Hospital-of-Baytown_standardcharges.csv,csv,OK,200,url-extension,
ClearSky Rehabilitation Hospital of Flower Mound,https://clearskyhealth.com/flowermound/about-us/pricing-transparency/,https://clearskyhealth.com/flowermound/wp-content/uploads/sites/3/2021/12/852334417_ClearSky-Rehabilitation-Hospital-of-Flower-Mound_standard-charges.xlsx,xlsx,OK,200,url-extension,
ClearSky Rehabilitation Hospital of Harker Heights,,https://clearskyhealth.com/cmt/873535619_ClearSky-Rehabilitation-Hospital-of-Harker-Heights_standardcharges.csv,csv,OK,200,cms-hpt.txt,Matched exact location ClearSky Rehabilitation Hospital of Harker Heights via clearskyhealth.com/cms-hpt.txt
ClearSky Rehabilitation Hospital of Mansfield,https://clearskyhealth.com/mansfield/,https://clearskyhealth.com/cmt/862829649_ClearSky-Rehabilitation-Hospital-of-Mansfield_standardcharges.csv,csv,OK,200,url-extension,
ClearSky Rehabilitation Hospital of Rockwell County,https://clearskyhealth.com/rockwallcounty/,https://clearskyhealth.com/cmt/934155290_ClearSky-Rehabilitation-Hospital-of-Rockwall-County_standardcharges.csv,csv,OK,200,url-extension,
ClearSky Rehabilitation Hospital of Waxahachie,https://clearskyhealth.com/waxahachie/,https://clearskyhealth.com/cmt/862829649_ClearSky-Rehabilitation-Hospital-of-Waxahachie_standardcharges.csv,csv,OK,200,url-extension,
ClearSky Rehabilitation Hospital of Weatherford,https://clearskyhealth.com/weatherford/about-us/pricing-transparency/,https://clearskyhealth.com/weatherford/wp-content/uploads/sites/6/2021/12/611712808_Weatherford-Rehabilitation-Hospital_standard-charges.xlsx,xlsx,OK,200,url-extension,
Cochran Memorial Hospital,https://www.cochran.memorial/pricing.html,https://www.cochran.memorial/pricing/751255846_cochran-memorial-hospital_standardcharges.csv,csv,NOT_FOUND,,url-extension,cms-hpt.txt not found on www.cochran.memorial/cochran.memorial
Cogdell Memorial Hospital,https://cogdellhospital.com,https://secure.claraprice.net/price-transparency/ODBG-1762447756988/machine-readable/752403687_cogdell-memorial-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@cogdellhospital.com,matched 'Cogdell Memorial Hospital'
Coleman County Medical Center,https://colemancountymc.com/hospital-charges/,https://machine-readable-files.com/coleman-county-medical-center/844594512_Preferred-Hospital-Leasing-Coleman-Inc_standardcharges.csv,csv,OK,200,cms-hpt.txt@colemancountymc.com,matched 'Coleman County Medical Center'
Collingsworth General Hospital,https://collingsworthgeneral.net/hospital-charges/,https://machine-readable-files.com/collingsworth-general-hospital/200929321_Preferred-Hospital-Leasing-Inc_standardcharges.csv,csv,OK,200,cms-hpt.txt@collingsworthgeneral.net,matched 'Collingsworth General Hospital'
Columbus Community Hospital,,https://apim.services.craneware.com/api-pricing-transparency/api/public/7a5b17a8f7a5fd3972038ec65aab46c7/charges/mrf,csv,OK,200,cms-hpt.txt@columbushosp.org,lenient matched 'Columbus Community Hospital'
Comanche County Medical Center,https://apps.para-hcfs.com/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbCCMCCOMANCHETX&type=CDMWithoutLabel,csv,OK,200,content-type,
Concho County Hospital,https://ezcost.info/concho-county-hospital/estimate_cost,https://machine-readable-files.com/concho-county-hospital/751297735_Concho-County-Hospital_standardcharges.csv,csv,OK,200,url-extension,
